manuscript_item,metric,context,displayed_value,full_precision_value,source_file,source_section,uncertainty_source,reproduction_script,reproduction_level,tolerance,draws,sampling_unit,strata,percentile
Figure 2,M,transformer; checkpoint=100000; layer=block1_return,graphical/supplemental value; full precision supplied,0.5677804056646772,frozen/figure2_longitudinal/04b_cohort_layer_metrics_CI95.csv,transformer/100000/block1_return,frozen/figure2_longitudinal/transformer_saved_statistics.npz,scripts/reproduce_figure2.py,3,1e-10,2000,"Hierarchical seed+base bootstrap: resample five seeds and bases within each existing feature/sign stratum, independently per architecture","Original feature/sign panel strata; base weights shared across seeds, layers and checkpoints within an architecture","NumPy quantile [0.025,0.975], method=linear"
Figure 2,M,transformer; checkpoint=100000; layer=block2_return,graphical/supplemental value; full precision supplied,0.3661719251863652,frozen/figure2_longitudinal/04b_cohort_layer_metrics_CI95.csv,transformer/100000/block2_return,frozen/figure2_longitudinal/transformer_saved_statistics.npz,scripts/reproduce_figure2.py,3,1e-10,2000,"Hierarchical seed+base bootstrap: resample five seeds and bases within each existing feature/sign stratum, independently per architecture","Original feature/sign panel strata; base weights shared across seeds, layers and checkpoints within an architecture","NumPy quantile [0.025,0.975], method=linear"
Figure 2,M,transformer; checkpoint=100000; layer=final_layernorm,graphical/supplemental value; full precision supplied,0.27678092896290646,frozen/figure2_longitudinal/04b_cohort_layer_metrics_CI95.csv,transformer/100000/final_layernorm,frozen/figure2_longitudinal/transformer_saved_statistics.npz,scripts/reproduce_figure2.py,3,1e-10,2000,"Hierarchical seed+base bootstrap: resample five seeds and bases within each existing feature/sign stratum, independently per architecture","Original feature/sign panel strata; base weights shared across seeds, layers and checkpoints within an architecture","NumPy quantile [0.025,0.975], method=linear"
Figure 2,P,transformer; checkpoint=100000,graphical/supplemental value; full precision supplied,0.04695124030809651,frozen/figure2_longitudinal/05b_cohort_output_metrics_CI95.csv,transformer/100000,frozen/figure2_longitudinal/transformer_saved_statistics.npz,scripts/reproduce_figure2.py,3,1e-10,2000,"Hierarchical seed+base bootstrap: resample five seeds and bases within each existing feature/sign stratum, independently per architecture","Original feature/sign panel strata; base weights shared across seeds, layers and checkpoints within an architecture","NumPy quantile [0.025,0.975], method=linear"
Figure 2,A,transformer; checkpoint=100000,graphical/supplemental value; full precision supplied,0.48747883195949737,frozen/figure2_longitudinal/06_primary_estimands.json,transformer/A_by_checkpoint/4,frozen/figure2_longitudinal/transformer_saved_statistics.npz,scripts/reproduce_figure2.py,3,1e-10,2000,"Hierarchical seed+base bootstrap: resample five seeds and bases within each existing feature/sign stratum, independently per architecture","Original feature/sign panel strata; base weights shared across seeds, layers and checkpoints within an architecture","NumPy quantile [0.025,0.975], method=linear"
Figure 2,M,transformer; checkpoint=200000; layer=projected_query,graphical/supplemental value; full precision supplied,0.8292531405479115,frozen/figure2_longitudinal/04b_cohort_layer_metrics_CI95.csv,transformer/200000/projected_query,frozen/figure2_longitudinal/transformer_saved_statistics.npz,scripts/reproduce_figure2.py,3,1e-10,2000,"Hierarchical seed+base bootstrap: resample five seeds and bases within each existing feature/sign stratum, independently per architecture","Original feature/sign panel strata; base weights shared across seeds, layers and checkpoints within an architecture","NumPy quantile [0.025,0.975], method=linear"
Figure 2,M,transformer; checkpoint=200000; layer=block1_return,graphical/supplemental value; full precision supplied,0.6024907242568712,frozen/figure2_longitudinal/04b_cohort_layer_metrics_CI95.csv,transformer/200000/block1_return,frozen/figure2_longitudinal/transformer_saved_statistics.npz,scripts/reproduce_figure2.py,3,1e-10,2000,"Hierarchical seed+base bootstrap: resample five seeds and bases within each existing feature/sign stratum, independently per architecture","Original feature/sign panel strata; base weights shared across seeds, layers and checkpoints within an architecture","NumPy quantile [0.025,0.975], method=linear"
Figure 2,M,transformer; checkpoint=200000; layer=block2_return,graphical/supplemental value; full precision supplied,0.37382408093793024,frozen/figure2_longitudinal/04b_cohort_layer_metrics_CI95.csv,transformer/200000/block2_return,frozen/figure2_longitudinal/transformer_saved_statistics.npz,scripts/reproduce_figure2.py,3,1e-10,2000,"Hierarchical seed+base bootstrap: resample five seeds and bases within each existing feature/sign stratum, independently per architecture","Original feature/sign panel strata; base weights shared across seeds, layers and checkpoints within an architecture","NumPy quantile [0.025,0.975], method=linear"
Figure 2,M,transformer; checkpoint=200000; layer=final_layernorm,graphical/supplemental value; full precision supplied,0.24839667514287694,frozen/figure2_longitudinal/04b_cohort_layer_metrics_CI95.csv,transformer/200000/final_layernorm,frozen/figure2_longitudinal/transformer_saved_statistics.npz,scripts/reproduce_figure2.py,3,1e-10,2000,"Hierarchical seed+base bootstrap: resample five seeds and bases within each existing feature/sign stratum, independently per architecture","Original feature/sign panel strata; base weights shared across seeds, layers and checkpoints within an architecture","NumPy quantile [0.025,0.975], method=linear"
Figure 2,P,transformer; checkpoint=200000,graphical/supplemental value; full precision supplied,0.03560615179738937,frozen/figure2_longitudinal/05b_cohort_output_metrics_CI95.csv,transformer/200000,frozen/figure2_longitudinal/transformer_saved_statistics.npz,scripts/reproduce_figure2.py,3,1e-10,2000,"Hierarchical seed+base bootstrap: resample five seeds and bases within each existing feature/sign stratum, independently per architecture","Original feature/sign panel strata; base weights shared across seeds, layers and checkpoints within an architecture","NumPy quantile [0.025,0.975], method=linear"
Figure 2,A,transformer; checkpoint=200000,"0.4123 [0.3639, 0.4503]",0.4122829865127904,frozen/figure2_longitudinal/06_primary_estimands.json,transformer/A_by_checkpoint/5,frozen/figure2_longitudinal/transformer_saved_statistics.npz,scripts/reproduce_figure2.py,3,1e-10,2000,"Hierarchical seed+base bootstrap: resample five seeds and bases within each existing feature/sign stratum, independently per architecture","Original feature/sign panel strata; base weights shared across seeds, layers and checkpoints within an architecture","NumPy quantile [0.025,0.975], method=linear"
Figure 2,seed_A200k,transformer; seed=801; checkpoint=200000,graphical/supplemental value; full precision supplied,0.3968545791125601,frozen/figure2_longitudinal/06_primary_estimands.json,transformer/seed_A200k/0,not applicable,scripts/reproduce_figure2.py,2,1e-10,0,individual cached seed,not applicable,not applicable
Figure 2,seed_A200k,transformer; seed=802; checkpoint=200000,graphical/supplemental value; full precision supplied,0.4506635213682417,frozen/figure2_longitudinal/06_primary_estimands.json,transformer/seed_A200k/1,not applicable,scripts/reproduce_figure2.py,2,1e-10,0,individual cached seed,not applicable,not applicable
Figure 2,seed_A200k,transformer; seed=803; checkpoint=200000,graphical/supplemental value; full precision supplied,0.45439701527580756,frozen/figure2_longitudinal/06_primary_estimands.json,transformer/seed_A200k/2,not applicable,scripts/reproduce_figure2.py,2,1e-10,0,individual cached seed,not applicable,not applicable
Figure 2,seed_A200k,transformer; seed=804; checkpoint=200000,graphical/supplemental value; full precision supplied,0.31936608269712363,frozen/figure2_longitudinal/06_primary_estimands.json,transformer/seed_A200k/3,not applicable,scripts/reproduce_figure2.py,2,1e-10,0,individual cached seed,not applicable,not applicable
Figure 2,seed_A200k,transformer; seed=805; checkpoint=200000,graphical/supplemental value; full precision supplied,0.43833677827425743,frozen/figure2_longitudinal/06_primary_estimands.json,transformer/seed_A200k/4,not applicable,scripts/reproduce_figure2.py,2,1e-10,0,individual cached seed,not applicable,not applicable
Figure 2,T_A,transformer; checkpoint=200000/5000,"0.5084 [0.4674, 0.5367]",0.5084155643849863,frozen/figure2_longitudinal/06_primary_estimands.json,transformer/T_A,frozen/figure2_longitudinal/transformer_saved_statistics.npz,scripts/reproduce_figure2.py,3,1e-10,2000,"Hierarchical seed+base bootstrap: resample five seeds and bases within each existing feature/sign stratum, independently per architecture","Original feature/sign panel strata; base weights shared across seeds, layers and checkpoints within an architecture","NumPy quantile [0.025,0.975], method=linear"
Figure 2,R_P,transformer; checkpoint=200000/5000,"0.4020 [0.3334, 0.4629]",0.4019873729276986,frozen/figure2_longitudinal/06_primary_estimands.json,transformer/R_P,frozen/figure2_longitudinal/transformer_saved_statistics.npz,scripts/reproduce_figure2.py,3,1e-10,2000,"Hierarchical seed+base bootstrap: resample five seeds and bases within each existing feature/sign stratum, independently per architecture","Original feature/sign panel strata; base weights shared across seeds, layers and checkpoints within an architecture","NumPy quantile [0.025,0.975], method=linear"
Figure 3,BETA_POS,cohort at 200000 updates,graphical/supplemental value; full precision supplied,0.9491112561300863,frozen/figure3_extended/seed_values.csv,"12 seed rows at updates=200000; authority.json/cohort_means[0][0] and trajectory_intervals[:,0,0]",frozen/figure3_extended/bootstrap_replicates.npz,scripts/reproduce_figure3.py,2+3,1e-10,20000,Crossed seed+base bootstrap; K uses the same sampled seeds and an independent natural-episode resample. Draws paired across all three checkpoints.,"Primary: 8 fixed strata (coordinate 0..3 x sign -1/+1), 1024 bases per stratum; natural: 8192 episodes without stratification; 12 seeds.","95% pointwise; numpy.quantile([0.025, 0.975], method=""linear"")"
Figure 3,N0_ABS,cohort at 200000 updates,"0.04894 [0.04485, 0.05299]",0.04894466337261836,frozen/figure3_extended/seed_values.csv,"12 seed rows at updates=200000; authority.json/cohort_means[0][1] and trajectory_intervals[:,0,1]",frozen/figure3_extended/bootstrap_replicates.npz,scripts/reproduce_figure3.py,2+3,1e-10,20000,Crossed seed+base bootstrap; K uses the same sampled seeds and an independent natural-episode resample. Draws paired across all three checkpoints.,"Primary: 8 fixed strata (coordinate 0..3 x sign -1/+1), 1024 bases per stratum; natural: 8192 episodes without stratification; 12 seeds.","95% pointwise; numpy.quantile([0.025, 0.975], method=""linear"")"
Figure 3,K,cohort at 200000 updates,graphical/supplemental value; full precision supplied,0.0019167165628474747,frozen/figure3_extended/seed_values.csv,"12 seed rows at updates=200000; authority.json/cohort_means[0][2] and trajectory_intervals[:,0,2]",frozen/figure3_extended/bootstrap_replicates.npz,scripts/reproduce_figure3.py,2+3,1e-10,20000,Crossed seed+base bootstrap; K uses the same sampled seeds and an independent natural-episode resample. Draws paired across all three checkpoints.,"Primary: 8 fixed strata (coordinate 0..3 x sign -1/+1), 1024 bases per stratum; natural: 8192 episodes without stratification; 12 seeds.","95% pointwise; numpy.quantile([0.025, 0.975], method=""linear"")"
Figure 3,BETA_POS,cohort at 400000 updates,graphical/supplemental value; full precision supplied,0.9644852582319728,frozen/figure3_extended/seed_values.csv,"12 seed rows at updates=400000; authority.json/cohort_means[1][0] and trajectory_intervals[:,1,0]",frozen/figure3_extended/bootstrap_replicates.npz,scripts/reproduce_figure3.py,2+3,1e-10,20000,Crossed seed+base bootstrap; K uses the same sampled seeds and an independent natural-episode resample. Draws paired across all three checkpoints.,"Primary: 8 fixed strata (coordinate 0..3 x sign -1/+1), 1024 bases per stratum; natural: 8192 episodes without stratification; 12 seeds.","95% pointwise; numpy.quantile([0.025, 0.975], method=""linear"")"
Figure 3,N0_ABS,cohort at 400000 updates,"0.04201 [0.03955, 0.04444]",0.04201035369107161,frozen/figure3_extended/seed_values.csv,"12 seed rows at updates=400000; authority.json/cohort_means[1][1] and trajectory_intervals[:,1,1]",frozen/figure3_extended/bootstrap_replicates.npz,scripts/reproduce_figure3.py,2+3,1e-10,20000,Crossed seed+base bootstrap; K uses the same sampled seeds and an independent natural-episode resample. Draws paired across all three checkpoints.,"Primary: 8 fixed strata (coordinate 0..3 x sign -1/+1), 1024 bases per stratum; natural: 8192 episodes without stratification; 12 seeds.","95% pointwise; numpy.quantile([0.025, 0.975], method=""linear"")"
Figure 3,K,cohort at 400000 updates,graphical/supplemental value; full precision supplied,0.0014127586164957098,frozen/figure3_extended/seed_values.csv,"12 seed rows at updates=400000; authority.json/cohort_means[1][2] and trajectory_intervals[:,1,2]",frozen/figure3_extended/bootstrap_replicates.npz,scripts/reproduce_figure3.py,2+3,1e-10,20000,Crossed seed+base bootstrap; K uses the same sampled seeds and an independent natural-episode resample. Draws paired across all three checkpoints.,"Primary: 8 fixed strata (coordinate 0..3 x sign -1/+1), 1024 bases per stratum; natural: 8192 episodes without stratification; 12 seeds.","95% pointwise; numpy.quantile([0.025, 0.975], method=""linear"")"
Figure 3,BETA_POS,cohort at 800000 updates,graphical/supplemental value; full precision supplied,0.9672263642195337,frozen/figure3_extended/seed_values.csv,"12 seed rows at updates=800000; authority.json/cohort_means[2][0] and trajectory_intervals[:,2,0]",frozen/figure3_extended/bootstrap_replicates.npz,scripts/reproduce_figure3.py,2+3,1e-10,20000,Crossed seed+base bootstrap; K uses the same sampled seeds and an independent natural-episode resample. Draws paired across all three checkpoints.,"Primary: 8 fixed strata (coordinate 0..3 x sign -1/+1), 1024 bases per stratum; natural: 8192 episodes without stratification; 12 seeds.","95% pointwise; numpy.quantile([0.025, 0.975], method=""linear"")"
Figure 3,N0_ABS,cohort at 800000 updates,"0.03812 [0.03441, 0.04176]",0.038118945511110454,frozen/figure3_extended/seed_values.csv,"12 seed rows at updates=800000; authority.json/cohort_means[2][1] and trajectory_intervals[:,2,1]",frozen/figure3_extended/bootstrap_replicates.npz,scripts/reproduce_figure3.py,2+3,1e-10,20000,Crossed seed+base bootstrap; K uses the same sampled seeds and an independent natural-episode resample. Draws paired across all three checkpoints.,"Primary: 8 fixed strata (coordinate 0..3 x sign -1/+1), 1024 bases per stratum; natural: 8192 episodes without stratification; 12 seeds.","95% pointwise; numpy.quantile([0.025, 0.975], method=""linear"")"
Figure 3,K,cohort at 800000 updates,graphical/supplemental value; full precision supplied,0.0010615002295340677,frozen/figure3_extended/seed_values.csv,"12 seed rows at updates=800000; authority.json/cohort_means[2][2] and trajectory_intervals[:,2,2]",frozen/figure3_extended/bootstrap_replicates.npz,scripts/reproduce_figure3.py,2+3,1e-10,20000,Crossed seed+base bootstrap; K uses the same sampled seeds and an independent natural-episode resample. Draws paired across all three checkpoints.,"Primary: 8 fixed strata (coordinate 0..3 x sign -1/+1), 1024 bases per stratum; natural: 8192 episodes without stratification; 12 seeds.","95% pointwise; numpy.quantile([0.025, 0.975], method=""linear"")"
Figure 3,R_N_200_400,paired 200000 to 400000 updates,graphical/supplemental value; full precision supplied,0.8583234779090118,frozen/figure3_extended/seed_values.csv,"cohort ratio; authority.json/summaries/R_N_200_400; bootstrap summaries[:,0]",frozen/figure3_extended/bootstrap_replicates.npz,scripts/reproduce_figure3.py,2+3,1e-10,20000,Crossed seed+base bootstrap; K uses the same sampled seeds and an independent natural-episode resample. Draws paired across all three checkpoints.,"Primary: 8 fixed strata (coordinate 0..3 x sign -1/+1), 1024 bases per stratum; natural: 8192 episodes without stratification; 12 seeds.","95% pointwise; numpy.quantile([0.025, 0.975], method=""linear"")"
Figure 3,R_N_400_800,paired 400000 to 800000 updates,graphical/supplemental value; full precision supplied,0.907370259041923,frozen/figure3_extended/seed_values.csv,"cohort ratio; authority.json/summaries/R_N_400_800; bootstrap summaries[:,1]",frozen/figure3_extended/bootstrap_replicates.npz,scripts/reproduce_figure3.py,2+3,1e-10,20000,Crossed seed+base bootstrap; K uses the same sampled seeds and an independent natural-episode resample. Draws paired across all three checkpoints.,"Primary: 8 fixed strata (coordinate 0..3 x sign -1/+1), 1024 bases per stratum; natural: 8192 episodes without stratification; 12 seeds.","95% pointwise; numpy.quantile([0.025, 0.975], method=""linear"")"
Figure 3,R_N_200_800,paired 200000 to 800000 updates,graphical/supplemental value; full precision supplied,0.7788171964920643,frozen/figure3_extended/seed_values.csv,"cohort ratio; authority.json/summaries/R_N_200_800; bootstrap summaries[:,2]",frozen/figure3_extended/bootstrap_replicates.npz,scripts/reproduce_figure3.py,2+3,1e-10,20000,Crossed seed+base bootstrap; K uses the same sampled seeds and an independent natural-episode resample. Draws paired across all three checkpoints.,"Primary: 8 fixed strata (coordinate 0..3 x sign -1/+1), 1024 bases per stratum; natural: 8192 episodes without stratification; 12 seeds.","95% pointwise; numpy.quantile([0.025, 0.975], method=""linear"")"
Figure 3,Delta_N_200_400,paired 200000 to 400000 updates,graphical/supplemental value; full precision supplied,-0.006934309681546749,frozen/figure3_extended/seed_values.csv,"cohort difference; authority.json/summaries/Delta_N_200_400; bootstrap summaries[:,3]",frozen/figure3_extended/bootstrap_replicates.npz,scripts/reproduce_figure3.py,2+3,1e-10,20000,Crossed seed+base bootstrap; K uses the same sampled seeds and an independent natural-episode resample. Draws paired across all three checkpoints.,"Primary: 8 fixed strata (coordinate 0..3 x sign -1/+1), 1024 bases per stratum; natural: 8192 episodes without stratification; 12 seeds.","95% pointwise; numpy.quantile([0.025, 0.975], method=""linear"")"
Figure 3,Delta_N_400_800,paired 400000 to 800000 updates,"-0.00389 [-0.00690, -0.00092]",-0.003891408179961156,frozen/figure3_extended/seed_values.csv,"cohort difference; authority.json/summaries/Delta_N_400_800; bootstrap summaries[:,4]",frozen/figure3_extended/bootstrap_replicates.npz,scripts/reproduce_figure3.py,2+3,1e-10,20000,Crossed seed+base bootstrap; K uses the same sampled seeds and an independent natural-episode resample. Draws paired across all three checkpoints.,"Primary: 8 fixed strata (coordinate 0..3 x sign -1/+1), 1024 bases per stratum; natural: 8192 episodes without stratification; 12 seeds.","95% pointwise; numpy.quantile([0.025, 0.975], method=""linear"")"
Figure 3,Delta_B_200_400,paired 200000 to 400000 updates,graphical/supplemental value; full precision supplied,0.015374002101886552,frozen/figure3_extended/seed_values.csv,"cohort difference; authority.json/summaries/Delta_B_200_400; bootstrap summaries[:,5]",frozen/figure3_extended/bootstrap_replicates.npz,scripts/reproduce_figure3.py,2+3,1e-10,20000,Crossed seed+base bootstrap; K uses the same sampled seeds and an independent natural-episode resample. Draws paired across all three checkpoints.,"Primary: 8 fixed strata (coordinate 0..3 x sign -1/+1), 1024 bases per stratum; natural: 8192 episodes without stratification; 12 seeds.","95% pointwise; numpy.quantile([0.025, 0.975], method=""linear"")"
Figure 3,Delta_B_400_800,paired 400000 to 800000 updates,graphical/supplemental value; full precision supplied,0.0027411059875608323,frozen/figure3_extended/seed_values.csv,"cohort difference; authority.json/summaries/Delta_B_400_800; bootstrap summaries[:,6]",frozen/figure3_extended/bootstrap_replicates.npz,scripts/reproduce_figure3.py,2+3,1e-10,20000,Crossed seed+base bootstrap; K uses the same sampled seeds and an independent natural-episode resample. Draws paired across all three checkpoints.,"Primary: 8 fixed strata (coordinate 0..3 x sign -1/+1), 1024 bases per stratum; natural: 8192 episodes without stratification; 12 seeds.","95% pointwise; numpy.quantile([0.025, 0.975], method=""linear"")"
Figure 3,Delta_K_200_400,paired 200000 to 400000 updates,graphical/supplemental value; full precision supplied,-0.0005039579463517649,frozen/figure3_extended/seed_values.csv,"cohort difference; authority.json/summaries/Delta_K_200_400; bootstrap summaries[:,7]",frozen/figure3_extended/bootstrap_replicates.npz,scripts/reproduce_figure3.py,2+3,1e-10,20000,Crossed seed+base bootstrap; K uses the same sampled seeds and an independent natural-episode resample. Draws paired across all three checkpoints.,"Primary: 8 fixed strata (coordinate 0..3 x sign -1/+1), 1024 bases per stratum; natural: 8192 episodes without stratification; 12 seeds.","95% pointwise; numpy.quantile([0.025, 0.975], method=""linear"")"
Figure 3,Delta_K_400_800,paired 400000 to 800000 updates,graphical/supplemental value; full precision supplied,-0.0003512583869616421,frozen/figure3_extended/seed_values.csv,"cohort difference; authority.json/summaries/Delta_K_400_800; bootstrap summaries[:,8]",frozen/figure3_extended/bootstrap_replicates.npz,scripts/reproduce_figure3.py,2+3,1e-10,20000,Crossed seed+base bootstrap; K uses the same sampled seeds and an independent natural-episode resample. Draws paired across all three checkpoints.,"Primary: 8 fixed strata (coordinate 0..3 x sign -1/+1), 1024 bases per stratum; natural: 8192 episodes without stratification; 12 seeds.","95% pointwise; numpy.quantile([0.025, 0.975], method=""linear"")"
Figure 3,N0_ABS_reduction_percent,200000 to 800000 updates,22.1%,22.118280350793572,frozen/figure3_extended/seed_values.csv,100*(1-R_N_200_800); authority.json/summaries,not reported,scripts/reproduce_figure3.py,2,1e-10,0,12 fixed seeds,"Primary: 8 fixed strata (coordinate 0..3 x sign -1/+1), 1024 bases per stratum; natural: 8192 episodes without stratification; 12 seeds.",not applicable
Figure 3,N0_ABS_benchmark_multiple,800000 updates divided by epsilon0,3.81,3.8118945511110454,frozen/figure3_extended/seed_values.csv,800000 N0_ABS / 0.01; authority.json/cohort_means and epsilon0,not reported,scripts/reproduce_figure3.py,2,1e-10,0,12 fixed seeds,"Primary: 8 fixed strata (coordinate 0..3 x sign -1/+1), 1024 bases per stratum; natural: 8192 episodes without stratification; 12 seeds.",not applicable
Figure 4,E_WITHIN,A,graphical/supplemental value; full precision supplied,2.651547497677414e-05,frozen/figure4_factorial/E_SEED_RESULTS.csv;frozen/figure4_factorial/BOOTSTRAP_REPLICATES.npz,S22 common-four-cell A,S22 common-four-cell bootstrap,scripts/reproduce_figure4.py,2 point estimates from seed summaries; 3 intervals from saved statistics,1e-10,2000,12 paired seed lineages plus stratified paired bases; independently resampled natural episodes for K,8 equally weighted magnitude-panel strata; natural K episodes unstratified,"numpy.quantile([0.025,0.975], method=linear)"
Figure 4,E_PAIR,A,graphical/supplemental value; full precision supplied,0.0005224646534125021,frozen/figure4_factorial/E_SEED_RESULTS.csv;frozen/figure4_factorial/BOOTSTRAP_REPLICATES.npz,S22 common-four-cell A,S22 common-four-cell bootstrap,scripts/reproduce_figure4.py,2 point estimates from seed summaries; 3 intervals from saved statistics,1e-10,2000,12 paired seed lineages plus stratified paired bases; independently resampled natural episodes for K,8 equally weighted magnitude-panel strata; natural K episodes unstratified,"numpy.quantile([0.025,0.975], method=linear)"
Figure 4,E_SHARED,A,graphical/supplemental value; full precision supplied,0.0004959491784357262,frozen/figure4_factorial/E_SEED_RESULTS.csv;frozen/figure4_factorial/BOOTSTRAP_REPLICATES.npz,S22 common-four-cell A,S22 common-four-cell bootstrap,scripts/reproduce_figure4.py,2 point estimates from seed summaries; 3 intervals from saved statistics,1e-10,2000,12 paired seed lineages plus stratified paired bases; independently resampled natural episodes for K,8 equally weighted magnitude-panel strata; natural K episodes unstratified,"numpy.quantile([0.025,0.975], method=linear)"
Figure 4,F_WITHIN,A,graphical/supplemental value; full precision supplied,0.050750753765995624,frozen/figure4_factorial/E_SEED_RESULTS.csv;frozen/figure4_factorial/BOOTSTRAP_REPLICATES.npz,S22 common-four-cell A,S22 common-four-cell bootstrap,scripts/reproduce_figure4.py,2 point estimates from seed summaries; 3 intervals from saved statistics,1e-10,2000,12 paired seed lineages plus stratified paired bases; independently resampled natural episodes for K,8 equally weighted magnitude-panel strata; natural K episodes unstratified,"numpy.quantile([0.025,0.975], method=linear)"
Figure 4,K,A,graphical/supplemental value; full precision supplied,0.0010427076230034129,frozen/figure4_factorial/E_SEED_RESULTS.csv;frozen/figure4_factorial/BOOTSTRAP_REPLICATES.npz,S22 common-four-cell A,S22 common-four-cell bootstrap,scripts/reproduce_figure4.py,2 point estimates from seed summaries; 3 intervals from saved statistics,1e-10,2000,12 paired seed lineages plus stratified paired bases; independently resampled natural episodes for K,8 equally weighted magnitude-panel strata; natural K episodes unstratified,"numpy.quantile([0.025,0.975], method=linear)"
Figure 4,N0_ABS,A,graphical/supplemental value; full precision supplied,0.03611433999082786,frozen/figure4_factorial/E_SEED_RESULTS.csv;frozen/figure4_factorial/BOOTSTRAP_REPLICATES.npz,S22 common-four-cell A,S22 common-four-cell bootstrap,scripts/reproduce_figure4.py,2 point estimates from seed summaries; 3 intervals from saved statistics,1e-10,2000,12 paired seed lineages plus stratified paired bases; independently resampled natural episodes for K,8 equally weighted magnitude-panel strata; natural K episodes unstratified,"numpy.quantile([0.025,0.975], method=linear)"
Figure 4,BETA_POS,A,graphical/supplemental value; full precision supplied,0.9894179930224787,frozen/figure4_factorial/E_SEED_RESULTS.csv;frozen/figure4_factorial/BOOTSTRAP_REPLICATES.npz,S22 common-four-cell A,S22 common-four-cell bootstrap,scripts/reproduce_figure4.py,2 point estimates from seed summaries; 3 intervals from saved statistics,1e-10,2000,12 paired seed lineages plus stratified paired bases; independently resampled natural episodes for K,8 equally weighted magnitude-panel strata; natural K episodes unstratified,"numpy.quantile([0.025,0.975], method=linear)"
Figure 4,E_WITHIN,C,graphical/supplemental value; full precision supplied,6.873303903797649e-06,frozen/figure4_factorial/E_SEED_RESULTS.csv;frozen/figure4_factorial/BOOTSTRAP_REPLICATES.npz,S22 common-four-cell C,S22 common-four-cell bootstrap,scripts/reproduce_figure4.py,2 point estimates from seed summaries; 3 intervals from saved statistics,1e-10,2000,12 paired seed lineages plus stratified paired bases; independently resampled natural episodes for K,8 equally weighted magnitude-panel strata; natural K episodes unstratified,"numpy.quantile([0.025,0.975], method=linear)"
Figure 4,E_PAIR,C,graphical/supplemental value; full precision supplied,8.346858620502111e-05,frozen/figure4_factorial/E_SEED_RESULTS.csv;frozen/figure4_factorial/BOOTSTRAP_REPLICATES.npz,S22 common-four-cell C,S22 common-four-cell bootstrap,scripts/reproduce_figure4.py,2 point estimates from seed summaries; 3 intervals from saved statistics,1e-10,2000,12 paired seed lineages plus stratified paired bases; independently resampled natural episodes for K,8 equally weighted magnitude-panel strata; natural K episodes unstratified,"numpy.quantile([0.025,0.975], method=linear)"
Figure 4,E_SHARED,C,graphical/supplemental value; full precision supplied,7.65952823012235e-05,frozen/figure4_factorial/E_SEED_RESULTS.csv;frozen/figure4_factorial/BOOTSTRAP_REPLICATES.npz,S22 common-four-cell C,S22 common-four-cell bootstrap,scripts/reproduce_figure4.py,2 point estimates from seed summaries; 3 intervals from saved statistics,1e-10,2000,12 paired seed lineages plus stratified paired bases; independently resampled natural episodes for K,8 equally weighted magnitude-panel strata; natural K episodes unstratified,"numpy.quantile([0.025,0.975], method=linear)"
Figure 4,F_WITHIN,C,graphical/supplemental value; full precision supplied,0.08234599645566035,frozen/figure4_factorial/E_SEED_RESULTS.csv;frozen/figure4_factorial/BOOTSTRAP_REPLICATES.npz,S22 common-four-cell C,S22 common-four-cell bootstrap,scripts/reproduce_figure4.py,2 point estimates from seed summaries; 3 intervals from saved statistics,1e-10,2000,12 paired seed lineages plus stratified paired bases; independently resampled natural episodes for K,8 equally weighted magnitude-panel strata; natural K episodes unstratified,"numpy.quantile([0.025,0.975], method=linear)"
Figure 4,K,C,graphical/supplemental value; full precision supplied,9.678121826936936e-05,frozen/figure4_factorial/E_SEED_RESULTS.csv;frozen/figure4_factorial/BOOTSTRAP_REPLICATES.npz,S22 common-four-cell C,S22 common-four-cell bootstrap,scripts/reproduce_figure4.py,2 point estimates from seed summaries; 3 intervals from saved statistics,1e-10,2000,12 paired seed lineages plus stratified paired bases; independently resampled natural episodes for K,8 equally weighted magnitude-panel strata; natural K episodes unstratified,"numpy.quantile([0.025,0.975], method=linear)"
Figure 4,N0_ABS,C,graphical/supplemental value; full precision supplied,0.016440353987199383,frozen/figure4_factorial/E_SEED_RESULTS.csv;frozen/figure4_factorial/BOOTSTRAP_REPLICATES.npz,S22 common-four-cell C,S22 common-four-cell bootstrap,scripts/reproduce_figure4.py,2 point estimates from seed summaries; 3 intervals from saved statistics,1e-10,2000,12 paired seed lineages plus stratified paired bases; independently resampled natural episodes for K,8 equally weighted magnitude-panel strata; natural K episodes unstratified,"numpy.quantile([0.025,0.975], method=linear)"
Figure 4,BETA_POS,C,graphical/supplemental value; full precision supplied,0.9972437674938085,frozen/figure4_factorial/E_SEED_RESULTS.csv;frozen/figure4_factorial/BOOTSTRAP_REPLICATES.npz,S22 common-four-cell C,S22 common-four-cell bootstrap,scripts/reproduce_figure4.py,2 point estimates from seed summaries; 3 intervals from saved statistics,1e-10,2000,12 paired seed lineages plus stratified paired bases; independently resampled natural episodes for K,8 equally weighted magnitude-panel strata; natural K episodes unstratified,"numpy.quantile([0.025,0.975], method=linear)"
